Id,Descripcion,Fecha,TotalSi,TotalNo,TotalAbstencion,TotalDispensado,Quorum,Resultado,Tipo,TipoCode,ResultadoCode,QuorumCode
31337,Proyecto de Resolución N°,2019-08-07,101,0,1,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31338,Proyecto de Resolución N°,2019-08-07,106,0,1,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31339,Proyecto de Resolución N°,2019-08-07,113,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31340,Proyecto de Resolución N°,2019-08-07,117,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31341,Boletín N° 9914-11,2019-08-07,120,0,0,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31344,Proyecto de Resolución N°,2019-08-07,47,25,28,0,Quórum Simple,Unánime,Proyecto de Resolución,2,2,1
31345,Proyecto de Resolución N°,2019-08-07,60,27,14,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31346,Proyecto de Resolución N°,2019-08-07,56,37,11,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31347,Proyecto de Resolución N°,2019-08-07,62,18,25,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31348,Proyecto de Resolución N°,2019-08-07,63,26,17,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31351,Boletín N° 11591-11,2019-08-08,107,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31352,Boletín N° 12376-07,2019-08-08,107,0,3,0,Ley Orgánica Constitucional,Aprobado,Proyecto de Ley,1,1,5
31353,Boletín N° 12376-07,2019-08-08,10,80,22,0,Ley Orgánica Constitucional,Unánime,Proyecto de Ley,1,2,5
31354,Boletín N° 12376-07,2019-08-08,89,2,21,0,Ley Orgánica Constitucional,Aprobado,Proyecto de Ley,1,1,5
31355,Boletín N° 12440-08,2019-08-08,106,1,5,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31358,"CREACION COMISION INVESTIGADORA-Petición formulada por 65 señoras y señores diputados para crear una Comisión Especial Investigadora encargada de analizar los actos ejecutados por los órganos públicos para afrontar y superar la emergencia y sus efectos en la salud de la población, por la contaminación de los sistemas de producción y provisión de agua potable de la comuna de Osorno",2019-08-13,79,3,9,0,Quórum Simple,Aprobado,Otros,4,1,1
31359,"CREACION COMISION INVESTIGADORA-Petición de 64 señoras y señores diputados para solicitar la creación de una Comisión Especial Investigadora encargada de analizar el actuar de los órganos de la Administración responsables de la fiscalización del estado mecánico de los buses de transporte interurbano de pasajeros, así como del cumplimiento por parte de las respectivas empresas de la normativa que regula su operación, y de la fiscalización de los operadores de las Plantas de Revisión Técnica que certifican a este tipo de vehículos, y su conformidad con las políticas de seguridad impuestas por la autoridad del sector a esta rama del transporte.",2019-08-13,77,2,17,0,Quórum Simple,Aprobado,Otros,4,1,1
31360,Proyecto de Resolución N°,2019-08-13,144,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31361,Proyecto de Resolución N°,2019-08-13,89,12,43,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31362,Proyecto de Resolución N°,2019-08-13,141,0,3,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31363,Boletín N° 12693-21,2019-08-13,21,118,4,1,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31368,Boletín N° 12595-07,2019-08-14,116,2,3,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31369,Boletín N° 11882-06,2019-08-14,121,1,5,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31370,Boletín N° 11882-06,2019-08-14,120,1,6,0,Ley Orgánica Constitucional,Aprobado,Proyecto de Ley,1,1,5
31371,Boletín N° 11882-06,2019-08-14,61,59,9,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31372,Boletín N° 11882-06,2019-08-14,121,2,5,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31373,Boletín N° 11882-06,2019-08-14,124,1,4,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31374,Boletín N° 11882-06,2019-08-14,126,1,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31375,Boletín N° 12288-14,2019-08-14,72,55,1,2,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31376,Boletín N° 12288-14,2019-08-14,94,22,12,2,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31377,Boletín N° 12288-14,2019-08-14,89,35,3,2,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31378,Boletín N° 12288-14,2019-08-14,72,36,20,2,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31379,Boletín N° 12288-14,2019-08-14,96,29,3,2,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31380,Boletín N° 12288-14,2019-08-14,56,71,1,2,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31381,Boletín N° 12288-14,2019-08-14,14,65,49,2,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31382,Boletín N° 12288-14,2019-08-14,5,73,50,2,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31383,Boletín N° 12288-14,2019-08-14,55,70,2,2,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31384,Boletín N° 12288-14,2019-08-14,89,34,4,2,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31385,Boletín N° 12288-14,2019-08-14,54,70,3,2,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31386,Boletín N° 12288-14,2019-08-14,77,48,1,2,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31387,Boletín N° 12288-14,2019-08-14,57,61,9,2,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31388,Boletín N° 12288-14,2019-08-14,90,32,6,2,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31389,Boletín N° 12288-14,2019-08-14,66,54,7,2,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31396,Proyecto de Resolución N°,2019-08-20,119,0,14,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31397,Proyecto de Resolución N°,2019-08-20,98,14,20,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31398,Proyecto de Resolución N°,2019-08-20,130,0,3,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31399,Proyecto de Resolución N°,2019-08-20,129,0,4,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31400,Boletín N° 12575-07,2019-08-20,132,0,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31401,Boletín N° 12253-24,2019-08-20,132,0,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31402,Boletín N° 2809-07,2019-08-20,69,62,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31403,Boletín N° 2809-07,2019-08-20,69,59,4,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31404,Boletín N° 2809-07,2019-08-20,69,59,4,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31405,Boletín N° 2809-07,2019-08-20,69,59,4,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31406,Boletín N° 2809-07,2019-08-20,70,61,2,0,Ley Orgánica Constitucional,Unánime,Proyecto de Ley,1,2,5
31407,Boletín N° 2809-07,2019-08-20,71,62,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31408,Boletín N° 2809-07,2019-08-20,70,61,2,0,Quórum Calificado,Unánime,Proyecto de Ley,1,2,2
31409,Boletín N° 2809-07,2019-08-20,70,60,3,0,Ley Orgánica Constitucional,Unánime,Proyecto de Ley,1,2,5
31410,Boletín N° 2809-07,2019-08-20,70,60,3,0,Ley Orgánica Constitucional,Unánime,Proyecto de Ley,1,2,5
31411,Boletín N° 2809-07,2019-08-20,70,60,3,0,Ley Orgánica Constitucional,Unánime,Proyecto de Ley,1,2,5
31412,Boletín N° 2809-07,2019-08-20,69,63,0,0,Ley Orgánica Constitucional,Unánime,Proyecto de Ley,1,2,5
31413,Boletín N° 2809-07,2019-08-20,69,61,2,0,Ley Orgánica Constitucional,Unánime,Proyecto de Ley,1,2,5
31414,Boletín N° 2809-07,2019-08-20,69,64,0,0,Ley Orgánica Constitucional,Unánime,Proyecto de Ley,1,2,5
31432,Boletín N° 12043-05,2019-08-22,84,60,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31433,Boletín N° 12043-05,2019-08-22,87,57,0,0,Ley Orgánica Constitucional,Unánime,Proyecto de Ley,1,2,5
31434,Boletín N° 12043-05,2019-08-22,73,72,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31435,Boletín N° 12043-05,2019-08-22,72,73,0,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31436,Boletín N° 12043-05,2019-08-22,74,71,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31437,Boletín N° 12043-05,2019-08-22,74,71,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31438,Boletín N° 12043-05,2019-08-22,73,71,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31439,Boletín N° 12043-05,2019-08-22,74,70,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31440,Boletín N° 12043-05,2019-08-22,70,74,1,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31441,Boletín N° 12043-05,2019-08-22,82,63,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31442,Boletín N° 12043-05,2019-08-22,80,63,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31443,Boletín N° 12043-05,2019-08-22,105,40,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31444,Boletín N° 12043-05,2019-08-22,73,72,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31445,Boletín N° 12043-05,2019-08-22,84,60,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31446,Boletín N° 12043-05,2019-08-22,72,72,1,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31447,Boletín N° 12043-05,2019-08-22,73,71,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31448,Boletín N° 12043-05,2019-08-22,85,61,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31449,Boletín N° 12043-05,2019-08-22,85,62,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31450,Boletín N° 12043-05,2019-08-22,84,62,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31451,Boletín N° 12043-05,2019-08-22,85,62,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31452,Boletín N° 12043-05,2019-08-22,85,62,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31453,Boletín N° 12043-05,2019-08-22,84,62,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31454,Boletín N° 12043-05,2019-08-22,71,75,0,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31455,Boletín N° 12043-05,2019-08-22,127,17,3,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31456,Boletín N° 12043-05,2019-08-22,123,20,4,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31457,Boletín N° 12043-05,2019-08-22,129,14,4,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31458,Boletín N° 12043-05,2019-08-22,62,82,3,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31459,Boletín N° 12043-05,2019-08-22,81,64,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31460,Boletín N° 12043-05,2019-08-22,82,64,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31461,Boletín N° 12043-05,2019-08-22,83,63,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31462,Boletín N° 12043-05,2019-08-22,82,63,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31463,Boletín N° 12043-05,2019-08-22,82,63,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31464,Boletín N° 12043-05,2019-08-22,84,63,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31465,Boletín N° 12043-05,2019-08-22,85,62,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31466,Boletín N° 12043-05,2019-08-22,85,62,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31467,Boletín N° 12043-05,2019-08-22,85,62,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31468,Boletín N° 12043-05,2019-08-22,95,49,3,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31469,Boletín N° 12043-05,2019-08-22,96,49,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31470,Boletín N° 12043-05,2019-08-22,82,62,3,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31471,Boletín N° 12043-05,2019-08-22,145,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31472,Boletín N° 12043-05,2019-08-22,89,55,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31473,Boletín N° 12043-05,2019-08-22,143,0,0,2,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31474,Boletín N° 12043-05,2019-08-22,145,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31475,Boletín N° 12043-05,2019-08-22,85,59,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31476,Boletín N° 12043-05,2019-08-22,82,63,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31477,Boletín N° 12043-05,2019-08-22,82,62,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31478,Boletín N° 12043-05,2019-08-22,84,61,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31479,Boletín N° 12043-05,2019-08-22,81,63,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31480,Boletín N° 12043-05,2019-08-22,147,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31481,Boletín N° 12043-05,2019-08-22,147,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31482,Boletín N° 12043-05,2019-08-22,91,56,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31483,Boletín N° 12043-05,2019-08-22,91,56,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31484,Boletín N° 12043-05,2019-08-22,90,57,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31485,Boletín N° 12043-05,2019-08-22,91,56,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31486,Boletín N° 12043-05,2019-08-22,84,63,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31487,Boletín N° 12043-05,2019-08-22,91,56,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31488,Boletín N° 12043-05,2019-08-22,142,4,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31489,Boletín N° 12043-05,2019-08-22,144,0,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31490,Proyecto de Resolución N°,2019-08-22,146,0,0,0,Quórum Simple,Proyecto de Resolución,,,2,1
31491,Boletín N° 12043-05,2019-08-22,93,53,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31494,Boletín N° 12043-05,2019-08-22,146,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31498,Proyecto de Resolución N°,2019-09-03,140,0,1,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31499,Proyecto de Resolución N°,2019-09-03,140,0,1,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31500,Proyecto de Resolución N°,2019-09-03,142,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31501,Proyecto de Resolución N°,2019-09-03,120,0,22,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31502,Boletín N° 12637-07,2019-09-03,143,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31503,Boletín N° 12637-07,2019-09-03,143,0,0,0,Ley Orgánica Constitucional,Aprobado,Proyecto de Ley,1,1,5
31504,Boletín N° 12779-04,2019-09-03,142,0,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31505,Boletín N° 12779-04,2019-09-03,142,0,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31506,Boletín N° 10913-31,2019-09-03,64,77,2,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31507,Boletín N° 10913-31,2019-09-03,80,60,3,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31508,Boletín N° 10913-31,2019-09-03,63,77,1,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31509,Boletín N° 10913-31,2019-09-03,79,61,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31510,Boletín N° 10913-31,2019-09-03,64,77,0,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31511,Boletín N° 10913-31,2019-09-03,80,61,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31512,Boletín N° 10913-31,2019-09-03,64,77,0,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31513,Boletín N° 10913-31,2019-09-03,78,62,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31518,"OTROS-Remisión a la Comisión de Trabajo y Seguridad Social, para su estudio e informe, el proyecto de ley, iniciado en mensaje, que adecua el Código del Trabajo en materia de documentos electrónicos laborales, correspondiente al boletín N° 12.826-13.",2019-09-04,79,7,1,0,Quórum Simple,Aprobado,Otros,4,1,1
31519,Boletín N° 11417-01,2019-09-04,123,0,0,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31520,Boletín N° 12471-08,2019-09-04,120,0,5,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31521,Boletín N° 12471-08,2019-09-04,56,59,16,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31522,Boletín N° 12471-08,2019-09-04,106,0,28,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31525,INFORME COMISION INVESTIGADORA-En votación el informe de la Comisión Especial Investigadora de los actos de los organismos públicos relacionados con la actual situación financiera de la Universidad del Pacífico.,2019-09-04,107,0,5,0,Quórum Simple,Aprobado,Otros,4,1,1
31526,"INFORME COMISION INVESTIGADORA-En votación el informe de la Comisión Especial Investigadora de los actos de la Conaf, el Servicio de Impuestos Internos y otros órganos de la Administración del Estado, en relación con los procedimientos de autorización de planes de manejo forestal, en las regiones de Coquimbo, de Valparaíso, Metropolitana de Santiago, del Libertador General Bernardo O’Higgins, del Maule, del Biobío y de la Araucanía, en los últimos diez años.",2019-09-04,111,0,1,0,Quórum Simple,Aprobado,Otros,4,1,1
31527,"INFORME COMISION INVESTIGADORA-En votación el informe de la Comisión Especial Investigadora de los actos del Ministerio de Justicia y Derechos Humanos y otros actos del Gobierno, en lo que respecta al ejercicio de la función constitucional del Presidente de la República de velar por la conducta ministerial de los jueces y demás empleados judiciales de la jurisdicción de la Corte de Apelaciones de Rancagua, en lo relativo a sus nombramientos, así como en relación con la recepción, tramitación y resolución de las denuncias relativas a su comportamiento.",2019-09-04,112,0,0,0,Quórum Simple,Aprobado,Otros,4,1,1
31528,Boletín N° 12826-13,2019-09-04,83,24,5,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31533,Boletín N° 12090-01,2019-09-05,75,4,20,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31534,Boletín N° 10574-11,2019-09-05,93,0,4,5,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31535,Proyecto de Acuerdo N°,2019-09-05,84,0,0,0,Quórum Simple,Aprobado,Proyecto de Acuerdo,3,1,1
31536,Proyecto de Resolución N°,2019-09-05,84,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31537,Proyecto de Resolución N°,2019-09-05,86,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31538,Proyecto de Resolución N°,2019-09-05,87,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31539,Proyecto de Resolución N°,2019-09-05,69,0,14,4,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31540,Proyecto de Resolución N°,2019-09-05,69,0,16,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31541,Proyecto de Resolución N°,2019-09-05,86,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31546,"OTROS-Petición de lectura del documento N° 17 de la cuenta, de conformidad a lo dispuesto en el inciso final del artículo 97 del Reglamento de la Corporación.",2019-09-10,54,53,6,0,Quórum Simple,Unánime,Otros,4,2,1
31547,"OTROS-Petición de cambio de trámite del proyecto de ley, iniciado en moción, que &quot;Permite y regula el uso de aguas servidas tratadas, para el riego de parques, plazas y espacios públicos urbanos&quot;.",2019-09-10,54,57,8,0,Quórum Simple,Unánime,Otros,4,2,1
31548,Proyecto de Resolución N°,2019-09-10,118,0,23,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31549,Proyecto de Resolución N°,2019-09-10,143,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31550,Proyecto de Resolución N°,2019-09-10,142,0,0,1,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31551,Proyecto de Resolución N°,2019-09-10,70,56,18,0,Quórum Simple,Unánime,Proyecto de Resolución,2,2,1
31552,Proyecto de Resolución N°,2019-09-10,130,2,12,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31553,Boletín N° 11317-21,2019-09-10,133,5,4,2,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31554,Boletín N° 11317-21,2019-09-10,66,69,7,2,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31555,Boletín N° 11317-21,2019-09-10,66,71,5,2,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
31556,Boletín N° 11959-29,2019-09-10,144,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31557,Boletín N° 9657-13,2019-09-10,135,4,6,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31560,"OTROS-Petición formulada por la Comisión de Trabajo y Seguridad Social, en orden a ampliar el plazo reglamentario que la Comisión dispone para emitir su informe, respecto del proyecto de ley originado en mensaje de S.E. el Presidente de la República, sobre modernización de la franquicia tributaria y modificación de fondos públicos que indica, correspondiente al boletín 12.487-05, con urgencia calificada de &quot;SUMA&quot;, en conformidad a los dispuesto en el inciso tercero del artículo 190, en relación con lo preceptuado en el artículo 188 del Reglamento de la Corporación.",2019-09-11,46,33,3,0,Quórum Simple,Aprobado,Otros,4,1,1
31561,Proyecto de Resolución N°,2019-09-11,99,19,18,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31562,Proyecto de Resolución N°,2019-09-11,134,0,1,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31563,Proyecto de Resolución N°,2019-09-11,137,0,2,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31564,Boletín N° 11882-06,2019-09-11,90,30,20,0,Ley Orgánica Constitucional,Aprobado,Proyecto de Ley,1,1,5
31565,Boletín N° 9062-24,2019-09-11,137,0,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31569,Proyecto de Resolución N°,2019-09-11,104,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31570,Proyecto de Resolución N°,2019-09-11,58,9,39,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31576,Proyecto de Resolución N°,2019-09-11,88,10,10,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31577,Proyecto de Resolución N°,2019-09-11,57,37,14,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31578,Proyecto de Resolución N°,2019-09-11,65,1,39,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31579,Proyecto de Resolución N°,2019-09-11,59,8,38,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31580,Proyecto de Resolución N°,2019-09-11,103,0,2,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31583,Boletín N° 11742-29,2019-09-12,125,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31584,Boletín N° 9025-22,2019-09-12,126,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31585,"INFORME COMISION INVESTIGADORA-informe de la Comisión Especial Investigadora de las actuaciones del Ministerio del Interior, Policía de Investigaciones y Carabineros de Chile, en relación con los hechos que concluyeron en la muerte del comunero mapuche Camilo Catrillanca.",2019-09-12,65,61,0,0,Quórum Simple,Aprobado,Otros,4,1,1
31586,Boletín N° 2905-04,2019-09-12,124,0,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31594,"OTROS-Petición del diputado señor Félix González en orden a remitir a la Comisión de Medio Ambiente el proyecto que &quot;Aprueba el Acuerdo entre el Gobierno de la
República de Chile y la Secretaría de la Convención Marco de las Naciones
Unidas sobre el Cambio Climático, el Protocolo de Kioto y el Acuerdo de París
en relación con el Vigesimoquinto Período de Sesiones de la Conferencia de
las Partes en la Convención Marco de las Naciones Unidas sobre el Cambio
Climático, el Decimoquinto Período de Sesiones de la Conferencia de las
Partes que actúa como Reunión de las Partes en el Protocolo de Kioto, el
Segundo Período de Sesiones de la Conferencia de las Partes que actúa
como Reunión de las Partes en el Acuerdo de París y las Sesiones de los
órganos subsidiarios, suscrito en Bonn, Alemania, el 25 de junio de 2019&quot;, además de las Comisiones de Relaciones Exteriores y de Hacienda, en lo pertinente.",2019-09-24,56,40,7,0,Quórum Simple,Aprobado,Otros,4,1,1
31595,"CREACION COMISION INVESTIGADORA-Petición formulada por 64 señoras y señores diputados para crear una Comisión Especial Investigadora encargada de investigar la actuación de los órganos del Estado competentes, en relación con la gestión y administración de los recursos hídricos, para enfrentar la situación de sequía, así como para adaptarse en dicho ámbito a los efectos del cambio climático, desde el año 2010 a la fecha.",2019-09-24,62,27,18,0,Quórum Simple,Aprobado,Otros,4,1,1
31596,Proyecto de Resolución N°,2019-09-24,131,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31597,Proyecto de Resolución N°,2019-09-24,133,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31598,Proyecto de Resolución N°,2019-09-24,124,3,8,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31599,Proyecto de Resolución N°,2019-09-24,127,0,8,1,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31600,Proyecto de Resolución N°,2019-09-24,136,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31601,Proyecto de Resolución N°,2019-09-24,135,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
31609,Boletín N° 11994-34,2019-09-25,46,69,2,0,Ley Orgánica Constitucional,Unánime,Proyecto de Ley,1,2,5
31610,Boletín N° 11994-34,2019-09-25,92,21,11,0,Ley Orgánica Constitucional,Aprobado,Proyecto de Ley,1,1,5
31611,Boletín N° 11994-34,2019-09-25,122,2,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
31612,Boletín N° 11994-34,2019-09-25,126,2,0,0,Ley Orgánica Constitucional,Aprobado,Proyecto de Ley,1,1,5
31613,Boletín N° 11994-34,2019-09-25,50,77,2,0,Ley Orgánica Constitucional,Unánime,Proyecto de Ley,1,2,5
