Id,Descripcion,Fecha,TotalSi,TotalNo,TotalAbstencion,TotalDispensado,Quorum,Resultado,Tipo,TipoCode,ResultadoCode,QuorumCode
30048,Boletín N° 12130-05,2018-11-15,62,30,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30049,Boletín N° 12130-05,2018-11-15,57,35,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30050,Boletín N° 12130-05,2018-11-15,49,39,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30051,Boletín N° 12130-05,2018-11-15,90,0,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30052,Boletín N° 12130-05,2018-11-15,90,1,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30053,Boletín N° 12130-05,2018-11-15,45,45,1,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30054,Boletín N° 12130-05,2018-11-15,54,39,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30055,Boletín N° 12130-05,2018-11-15,93,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30056,Boletín N° 12130-05,2018-11-15,92,3,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30057,Boletín N° 12130-05,2018-11-15,94,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30058,Boletín N° 12130-05,2018-11-15,88,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30059,Boletín N° 12130-05,2018-11-15,92,3,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30060,Boletín N° 12130-05,2018-11-15,88,6,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30061,Boletín N° 12130-05,2018-11-15,88,3,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30062,Boletín N° 12130-05,2018-11-15,95,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30063,Boletín N° 12130-05,2018-11-15,88,1,6,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30064,Boletín N° 12130-05,2018-11-15,69,26,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30065,Boletín N° 12130-05,2018-11-15,51,42,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30066,Boletín N° 12130-05,2018-11-15,57,36,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30067,Boletín N° 12130-05,2018-11-15,86,1,8,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30068,Boletín N° 12130-05,2018-11-15,93,3,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30069,Boletín N° 12130-05,2018-11-15,84,3,7,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30070,Boletín N° 12130-05,2018-11-15,86,3,7,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30071,Boletín N° 12130-05,2018-11-15,90,4,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30072,Boletín N° 12130-05,2018-11-16,93,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30073,Boletín N° 12130-05,2018-11-16,95,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30074,Boletín N° 12130-05,2018-11-16,88,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30075,Boletín N° 12130-05,2018-11-16,48,45,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30076,Boletín N° 12130-05,2018-11-16,50,44,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30077,Boletín N° 12130-05,2018-11-16,50,42,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30078,Boletín N° 12130-05,2018-11-16,93,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30079,Boletín N° 12130-05,2018-11-16,47,46,1,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30080,Boletín N° 12130-05,2018-11-16,49,42,3,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30081,Boletín N° 12130-05,2018-11-16,93,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30082,Boletín N° 12130-05,2018-11-16,90,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30083,Boletín N° 12130-05,2018-11-16,87,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30084,Boletín N° 12130-05,2018-11-16,91,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30085,Boletín N° 12130-05,2018-11-16,71,21,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30086,Boletín N° 12130-05,2018-11-16,92,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30087,Boletín N° 12130-05,2018-11-16,85,2,4,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30088,Boletín N° 12130-05,2018-11-16,89,1,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30089,Boletín N° 12130-05,2018-11-16,91,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30090,Boletín N° 12130-05,2018-11-16,60,32,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30091,Boletín N° 12130-05,2018-11-16,50,40,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30092,Boletín N° 12130-05,2018-11-16,89,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30093,Boletín N° 12130-05,2018-11-16,70,21,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30094,Boletín N° 12130-05,2018-11-16,50,41,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30095,Boletín N° 12130-05,2018-11-16,47,43,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30096,Boletín N° 12130-05,2018-11-16,49,41,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30097,Boletín N° 12130-05,2018-11-16,92,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30098,Boletín N° 12130-05,2018-11-16,47,43,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30099,Boletín N° 12130-05,2018-11-16,47,43,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30100,Boletín N° 12130-05,2018-11-16,91,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30101,Boletín N° 12130-05,2018-11-16,91,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30102,Boletín N° 12130-05,2018-11-16,92,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30103,Boletín N° 12130-05,2018-11-16,47,44,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30104,Boletín N° 12130-05,2018-11-16,90,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30105,Boletín N° 12130-05,2018-11-16,63,24,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30106,Boletín N° 12130-05,2018-11-16,92,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30107,Boletín N° 12130-05,2018-11-16,48,38,6,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30108,Boletín N° 12130-05,2018-11-16,49,43,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30109,Boletín N° 12130-05,2018-11-16,47,42,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30113,Proyecto de Resolución N°,2018-11-20,136,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30114,Proyecto de Resolución N°,2018-11-20,137,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30115,Proyecto de Resolución N°,2018-11-20,138,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30116,Proyecto de Resolución N°,2018-11-20,138,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30117,Boletín N° 12008-13,2018-11-20,89,47,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30118,Boletín N° 12008-13,2018-11-20,61,66,11,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30119,Boletín N° 12008-13,2018-11-20,131,1,6,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30120,Boletín N° 10696-07,2018-11-20,72,63,3,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30121,Boletín N° 11936-24,2018-11-20,81,16,41,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30124,"OTROS-Petición formulada por 67 señoras y señores diputados, para citar al Ministro del Interior y Seguridad Pública, señor Andrés Chadwick Piñera, de conformidad con lo dispuesto en el artículo 52 N° 1 letra b) de la Constitución Política de la República, y las disposiciones del Título V del Libro Tercero, del Reglamento de la Cámara de Diputados, con el objeto de formularle preguntas relativas al ejercicio de su cargo.",2018-11-21,61,65,0,0,Quórum Simple,Aprobado,Otros,4,1,1
30125,Boletín N° 11657-07,2018-11-21,101,27,5,3,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30126,Boletín N° 11657-07,2018-11-21,53,80,1,3,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30127,Boletín N° 11657-07,2018-11-21,55,79,0,3,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30128,Boletín N° 11657-07,2018-11-21,134,0,0,3,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30129,Boletín N° 11657-07,2018-11-21,52,80,2,3,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30130,Boletín N° 11657-07,2018-11-21,54,79,1,3,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30131,Boletín N° 11657-07,2018-11-21,134,0,0,3,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30132,Boletín N° 11657-07,2018-11-21,64,68,1,3,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30133,Boletín N° 11657-07,2018-11-21,54,80,0,3,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30134,Boletín N° 11657-07,2018-11-21,134,0,0,3,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30135,Boletín N° 11657-07,2018-11-21,134,0,0,3,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30136,Boletín N° 11657-07,2018-11-21,94,37,3,3,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30137,Boletín N° 11657-07,2018-11-21,66,66,1,3,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30138,Boletín N° 11657-07,2018-11-21,134,0,0,3,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30139,Boletín N° 11657-07,2018-11-21,134,0,0,3,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30140,Boletín N° 11657-07,2018-11-21,134,0,0,3,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30141,Boletín N° 11657-07,2018-11-21,134,0,0,3,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30142,Boletín N° 11657-07,2018-11-21,52,82,0,3,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30143,Boletín N° 11657-07,2018-11-21,134,0,0,3,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30144,Boletín N° 11657-07,2018-11-21,134,0,0,3,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30145,Boletín N° 11657-07,2018-11-21,53,81,0,3,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30146,Boletín N° 11657-07,2018-11-21,133,1,0,3,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30147,Boletín N° 11657-07,2018-11-21,99,33,2,3,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30148,Boletín N° 11657-07,2018-11-21,51,79,4,3,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30149,Boletín N° 11657-07,2018-11-21,51,81,2,3,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30166,Boletín N° 11657-07,2018-11-21,3,151,0,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30170,"CREACION COMISION INVESTIGADORA-Petición formulada por 70 diputadas y diputados quienes, de conformidad con lo dispuesto en el artículo 52, N° 1, letra c) de la Constitución Política de la República y el artículo 313 del Reglamento de la Corporación, solicitan la creación de una Comisión Especial Investigadora encargada de recabar antecedentes sobre la actuación de los organismos del Estado en lo que respecto a la entrega de información, a partir del año 2014, a personas que solicitan datos sobre sus orígenes o descendencia.",2018-11-22,51,10,18,0,Quórum Simple,Unánime,Otros,4,2,1
30171,Proyecto de Resolución N°,2018-11-22,113,0,1,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30172,Proyecto de Resolución N°,2018-11-22,115,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30173,Proyecto de Resolución N°,2018-11-22,114,0,1,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30174,Boletín N° 11810-24,2018-11-22,83,32,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30175,Boletín N° 11810-24,2018-11-22,83,35,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30176,Boletín N° 9014-03,2018-11-22,118,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30177,Boletín N° 8263-13,2018-11-22,118,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30180,"OTROS-Integración de la “COMISIÓN ESPECIAL INVESTIGADORA DE LAS ACTUACIONES DE LA COMISIÓN CHILENA DEL COBRE, EL MINISTERIO DE MINERÍA, LA DIRECCIÓN DEL TRABAJO Y OTROS ÓRGANOS DE LA ADMINISTRACIÓN DEL ESTADO, EN RELACIÓN CON IRREGULARIDADES EN PROCESOS DE LICITACIÓN REALIZADOS POR CODELCO, EN PARTICULAR EN EL PROCESO DE LICITACIÓN DEL “SERVICIO DE MOVIMIENTO DE MATERIAL MINA Y PLANTA EN DIVISIÓN EL SALVADOR” (CEI 17)",2018-11-27,128,8,2,0,Quórum Simple,Aprobado,Otros,4,1,1
30181,Proyecto de Resolución N°,2018-11-27,98,7,31,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30182,Proyecto de Resolución N°,2018-11-27,136,0,1,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30183,Proyecto de Resolución N°,2018-11-27,138,1,1,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30184,Proyecto de Resolución N°,2018-11-27,127,0,13,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30185,Boletín N° 12130-05,2018-11-27,137,0,6,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30186,Boletín N° 12130-05,2018-11-27,144,0,0,0,Quórum Calificado,Aprobado,Proyecto de Ley,1,1,2
30187,Boletín N° 12130-05,2018-11-27,0,144,0,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30188,Boletín N° 12130-05,2018-11-27,96,46,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30189,Boletín N° 12130-05,2018-11-27,57,85,2,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30190,Boletín N° 12130-05,2018-11-27,71,73,0,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30191,Boletín N° 12130-05,2018-11-27,67,75,2,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30192,Boletín N° 12130-05,2018-11-27,58,84,2,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30193,Boletín N° 12130-05,2018-11-27,74,67,3,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30194,"OTROS-Propuesta de integración de la Comisión Mixta encargada de resolver las discrepancias suscitadas entre ambas ramas del Congreso Nacional durante la tramitación del proyecto de ley, iniciado en mensaje, de Presupuestos del Sector Público, correspondiente al año 2019. BOLETÍN N° 12130-05, con las siguientes señores diputados: Gastón Von Mühlenbrock, Pablo Lorenzini, Leopoldo Pérez, Manuel Monsalve y Girogio Jackson.",2018-11-27,129,5,6,0,Quórum Simple,Aprobado,Otros,4,1,1
30197,"CREACION COMISION INVESTIGADORA-Petición formulada por 67 diputadas y diputados quienes solicitan la creación de una Comisión Especial Investigadora del actuar del Ministerio del Interior y Seguridad Pública, la Policía de Investigaciones y Carabineros de Chile en relación con los hechos que concluyeron con la muerte del comunero Mapuche Camilo Catrillanca.",2018-11-28,59,20,12,0,Quórum Simple,Unánime,Otros,4,2,1
30198,Proyecto de Resolución N°,2018-11-28,142,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30199,Proyecto de Resolución N°,2018-11-28,145,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30200,Proyecto de Resolución N°,2018-11-28,145,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30201,Proyecto de Resolución N°,2018-11-28,141,0,4,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30202,Proyecto de Resolución N°,2018-11-28,144,0,2,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30203,Boletín N° 12130-05,2018-11-28,145,1,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30206,Boletín N° 11747-03,2018-11-29,100,4,16,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30207,Boletín N° 11747-03,2018-11-29,99,7,14,1,Ley Orgánica Constitucional,Aprobado,Proyecto de Ley,1,1,5
30208,Boletín N° 11747-03,2018-11-29,71,32,17,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30209,Boletín N° 11747-03,2018-11-29,115,3,2,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30210,Boletín N° 11747-03,2018-11-29,85,27,8,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30211,Boletín N° 11747-03,2018-11-29,56,59,5,1,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30212,Boletín N° 11747-03,2018-11-29,59,59,2,1,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30213,Boletín N° 11747-03,2018-11-29,58,61,1,1,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30214,Boletín N° 11747-03,2018-11-29,64,55,1,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30215,Boletín N° 11747-03,2018-11-29,73,40,7,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30216,Boletín N° 11747-03,2018-11-29,89,27,4,1,Ley Orgánica Constitucional,Aprobado,Proyecto de Ley,1,1,5
30217,Boletín N° 11747-03,2018-11-29,115,3,2,1,Ley Orgánica Constitucional,Aprobado,Proyecto de Ley,1,1,5
30218,Boletín N° 11970-34,2018-11-29,121,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30241,Proyecto de Resolución N°,2018-12-11,125,0,10,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30242,Proyecto de Resolución N°,2018-12-11,137,0,1,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30243,Proyecto de Resolución N°,2018-12-11,136,0,3,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30244,Boletín N° 11951-31,2018-12-11,139,2,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30245,Boletín N° 11951-31,2018-12-11,62,77,2,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30246,Boletín N° 11951-31,2018-12-11,91,49,3,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30247,Boletín N° 11951-31,2018-12-11,61,80,1,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30248,Boletín N° 11951-31,2018-12-11,92,49,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30249,Boletín N° 11951-31,2018-12-11,90,50,4,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30250,Boletín N° 11951-31,2018-12-11,120,23,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30251,Boletín N° 11951-31,2018-12-11,120,24,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30252,Boletín N° 11570-06,2018-12-11,144,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30257,"CREACION COMISION INVESTIGADORA-Petición formulada por 67 diputadas y diputados quienes, de conformidad con lo dispuesto en el artículo 52, N° 1, letra c) de la Constitución Política de la República y el artículo 313 del Reglamento de la Corporación, solicitan la creación de una Comisión Especial Investigadora &quot;del actuar del Ministerio del Interior y Seguridad Pública, la Policía de Investigaciones y Carabineros de Chile en relación con los hechos que concluyeron con la muerte del comunero Mapuche Camilo Catrillanca&quot;.",2018-12-11,97,8,29,0,Quórum Simple,Aprobado,Otros,4,1,1
30258,Proyecto de Resolución N°,2018-12-11,75,63,2,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30260,Boletín N° 12291-05,2018-12-11,112,20,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30261,Boletín N° 12291-05,2018-12-11,76,53,6,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30262,Boletín N° 12291-05,2018-12-11,72,9,54,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30263,Boletín N° 12291-05,2018-12-11,71,55,9,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30264,Boletín N° 12291-05,2018-12-11,76,55,4,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30265,Boletín N° 12291-05,2018-12-11,74,54,7,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30266,Boletín N° 12291-05,2018-12-11,65,59,11,0,Quórum Simple,Unánime,Proyecto de Ley,1,2,1
30267,Boletín N° 12291-05,2018-12-11,80,50,5,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30271,Proyecto de Acuerdo N°,2018-12-12,70,62,0,0,Quórum Simple,Aprobado,Proyecto de Acuerdo,3,1,1
30272,Proyecto de Resolución N°,2018-12-12,127,1,6,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30273,Proyecto de Resolución N°,2018-12-12,125,0,12,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30274,Proyecto de Resolución N°,2018-12-12,84,34,19,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30275,Boletín N° 11705-25,2018-12-12,127,9,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30276,Boletín N° 11705-25,2018-12-12,127,7,4,0,Quórum Calificado,Aprobado,Proyecto de Ley,1,1,2
30277,Boletín N° 11977-05,2018-12-12,138,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30280,Proyecto de Resolución N°,2018-12-12,60,47,3,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30281,Proyecto de Resolución N°,2018-12-12,61,46,4,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30284,Proyecto de Resolución N°,2018-12-13,128,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30285,Proyecto de Resolución N°,2018-12-13,129,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30286,Proyecto de Resolución N°,2018-12-13,97,12,20,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30287,Boletín N° 12291-05,2018-12-13,125,2,0,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30293,Proyecto de Resolución N°,2018-12-18,138,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30294,Proyecto de Resolución N°,2018-12-18,103,20,18,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30295,Proyecto de Resolución N°,2018-12-18,141,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30296,Boletín N° 8466-07,2018-12-18,141,0,0,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30297,Boletín N° 8466-07,2018-12-18,141,0,0,1,Ley Orgánica Constitucional,Aprobado,Proyecto de Ley,1,1,5
30298,Boletín N° 8466-07,2018-12-18,141,0,0,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30299,Boletín N° 8466-07,2018-12-18,92,49,0,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30300,Boletín N° 8466-07,2018-12-18,91,49,1,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30301,Boletín N° 8466-07,2018-12-18,117,18,6,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30302,Boletín N° 8466-07,2018-12-18,84,55,2,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30303,Boletín N° 8466-07,2018-12-18,87,52,2,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30304,Boletín N° 8466-07,2018-12-18,123,2,16,1,Ley Orgánica Constitucional,Aprobado,Proyecto de Ley,1,1,5
30305,Boletín N° 8466-07,2018-12-18,100,39,2,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30311,Proyecto de Resolución N°,2018-12-18,50,0,48,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30312,Proyecto de Resolución N°,2018-12-18,56,5,50,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30313,Proyecto de Resolución N°,2018-12-18,104,1,7,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30319,Boletín N° 11406-13,2018-12-19,130,0,0,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30320,Boletín N° 11406-13,2018-12-19,68,60,2,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30321,Boletín N° 10785-03,2018-12-19,110,26,1,0,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30322,Boletín N° 10482-21,2018-12-19,100,20,15,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30327,Proyecto de Resolución N°,2018-12-20,112,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30328,Proyecto de Resolución N°,2018-12-20,116,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30329,Proyecto de Resolución N°,2018-12-20,119,0,0,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30330,"INFORME COMISION INVESTIGADORA-En votación el informe de la Comisión Especial Investigadora  de la actuación de los organismos policiales, de persecución criminal y de inteligencia en torno a la supuesta existencia de pruebas falsas en el marco de la denominada “Operación Huracán”.",2018-12-20,121,0,1,0,Quórum Simple,Aprobado,Otros,4,1,1
30331,"INFORME COMISION INVESTIGADORA-En votación el informe de la Comisión Especial Investigadora  de los actos del Gobierno respecto al eventual fraude en la ANFP y los efectos que tuvo su reestructuración en su relación con las organizaciones deportivas profesionales, entre el año 2015 y el día 4 de abril de 2018.",2018-12-20,121,0,1,0,Quórum Simple,Aprobado,Otros,4,1,1
30349,Proyecto de Resolución N°,2019-01-02,141,0,4,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30350,Proyecto de Resolución N°,2019-01-02,145,0,1,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30351,Proyecto de Resolución N°,2019-01-02,145,0,1,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30352,Proyecto de Resolución N°,2019-01-02,121,0,26,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30353,Proyecto de Resolución N°,2019-01-02,146,0,1,0,Quórum Simple,Aprobado,Proyecto de Resolución,2,1,1
30354,Boletín N° 11777-05,2019-01-02,92,12,42,1,Quórum Simple,Aprobado,Proyecto de Ley,1,1,1
30355,Boletín N° 11777-05,2019-01-02,90,9,47,1,Ley Orgánica Constitucional,Aprobado,Proyecto de Ley,1,1,5
